gene	module
MED12	greenyellow
MED12L	grey
MED13	cyan
MED13L	cyan
MED14	greenyellow
MED15	yellow
MED16	greenyellow
MED17	grey
MED18	grey
MED19	grey
MED20	grey
MED21	blue
MED22	yellow
MED23	salmon
MED24	lightyellow
MED25	darkred
MED26	grey
MED27	grey
MED28	grey
MED29	salmon
MED30	black
MED31	blue
MED4	blue
MED6	blue
MED7	blue
MED8	brown
MED9	grey
MEF2A	grey
MEF2B	grey
MEF2BNB	grey
MEF2D	grey
MEGF10	grey
MEGF6	grey
MEGF8	salmon
MEGF9	yellow
MEIG1	green
MEIS1	grey
MEIS2	grey
MEIS3	grey
MEIS3P1	grey
MELK	black
MEMO1	blue
MEN1	greenyellow
MEOX1	turquoise
MEP1A	grey
MEPCE	grey
MERTK	grey
MESDC1	turquoise
MESDC2	brown
MEST	turquoise
MET	grey60
METAP1	grey
METAP1D	grey
METAP2	blue
METRN	grey
METRNL	brown
METTL1	turquoise
METTL10	black
NTMT1	grey
METTL12	grey
METTL13	grey
METTL14	blue
METTL15	grey
METTL16	lightyellow
METTL17	grey
METTL18	blue
TRMT44	grey
METTL20	grey
METTL21A	grey
METTL21B	turquoise
METTL21D	grey
METTL23	black
METTL2A	grey
METTL2B	grey
METTL3	blue
METTL4	blue
METTL5	blue
METTL6	blue
METTL7A	red
METTL8	blue
METTL9	grey
MEX3A	pink
MEX3B	turquoise
MEX3C	grey
MEX3D	grey
MFAP1	grey
MFAP2	pink
MFAP3	grey
MFAP3L	grey
MFAP4	turquoise
MFF	grey
MFGE8	pink
MFHAS1	yellow
MFI2	pink
MFN1	blue
MFN2	greenyellow
MFSD1	grey
MFSD10	grey
MFSD11	grey
MFSD12	grey
MFSD2A	grey
MFSD3	turquoise
MFSD4	brown
MFSD6	salmon
MFSD6L	turquoise
MFSD7	grey
MFSD8	blue
MFSD9	grey60
MGA	greenyellow
MGAM	grey
MGAT2	grey
MGAT3	turquoise
MGAT4A	grey
MGAT4B	yellow
MGAT5	darkred
MGC12916	turquoise
MGC16025	turquoise
MGC16142	turquoise
LINC00638	turquoise
MGC23284	grey
MGC2752	darkred
MGC2889	turquoise
MGC39372	grey
MGEA5	lightgreen
MGLL	lightcyan
MGMT	grey
MGRN1	cyan
MGST1	grey
MGST2	grey
MGST3	blue
MIA	grey
MIA3	grey
MIB1	grey
MIB2	grey
MICA	grey
MICAL1	grey
MICAL2	yellow
MICAL3	grey
MICALCL	grey
MICALL1	yellow
MICALL2	brown
MICB	grey
MICU1	yellow
MID1	yellow
MID1IP1	grey
MID2	cyan
MIDN	greenyellow
MIEN1	brown
MIER1	blue
MIER2	turquoise
MIER3	grey
MIF4GD	grey
MIIP	grey
MINA	grey
MINK1	greenyellow
MINPP1	grey
MIOS	black
MIPEP	green
MIPOL1	black
MIR181D	turquoise
MIR205HG	grey
MIR210HG	turquoise
MIR31HG	grey
MIR3907	turquoise
MIR490	turquoise
MIR548I1	turquoise
MIR548I2	turquoise
MIR548I3	turquoise
MIR600HG	turquoise
MIS12	green
MIS18A	black
MIS18BP1	grey
MITD1	blue
MITF	grey
MKI67	grey
MKI67IP	blue
MKKS	grey
MKL1	grey
MKL2	grey
MKLN1	blue
MKNK1	grey
MKNK2	brown
MKRN1	cyan
MKRN2	grey
MKRN3	turquoise
MKRN7P	turquoise
MKS1	red
MKX	green
MLEC	greenyellow
MLF1	green
MLF1IP	black
MLF2	grey60
MLH1	black
MLH3	grey
MLIP	grey
MLKL	brown
MLL	cyan
MLL2	greenyellow
MLL3	grey
MLL4	grey
MLL5	cyan
MLLT1	greenyellow
MLLT10	grey
MLLT11	pink
MLLT3	grey
MLLT4	red
MLLT6	greenyellow
MLPH	grey
MLST8	salmon
MLX	brown
MLXIP	greenyellow
MLYCD	grey
MMAA	grey
MMAB	grey
MMACHC	grey
MMADHC	blue
MMD	pink
MME	turquoise
MMGT1	yellow
MMP1	turquoise
MMP10	grey
MMP11	turquoise
MMP12	grey
MMP13	grey
MMP14	pink
MMP15	grey
MMP17	grey
MMP19	brown
MMP2	yellow
MMP24	pink
MMP25	turquoise
MMP27	turquoise
MMP28	brown
MMP7	grey
MMP9	grey
MMRN2	turquoise
MMS19	yellow
MMS22L	black
MN1	grey
MNAT1	blue
MND1	grey
MNS1	green
MNT	grey
MOAP1	greenyellow
MOB1A	grey
MOB1B	grey
MOB3A	yellow
MOB3B	grey
MOB3C	grey
MOCOS	grey
MOCS1	pink
MOCS2	grey
MOCS3	darkred
MOGAT2	grey
MOGS	grey
MOK	red
MON1A	grey
MON1B	grey
MON2	grey
MORC2	cyan
MORC3	blue
MORC4	grey
MORF4L1	grey
MORF4L2	black
MORN1	red
MORN2	green
MORN3	red
MORN4	grey
MORN5	green
MOS	turquoise
MOSPD1	black
MOSPD2	blue
MOSPD3	grey
MOV10	grey
MPDU1	grey
MPDZ	grey
MPEG1	turquoise
MPG	grey
MPHOSPH10	blue
MPHOSPH6	blue
MPHOSPH8	grey
MPHOSPH9	green
MPI	lightyellow
MPND	grey
MPP2	grey
MPP3	turquoise
MPP5	grey
MPP6	blue
MPP7	grey
MPPE1	turquoise
MPPED2	salmon
MPST	grey
MPV17	grey
MPV17L	grey
MPV17L2	yellow
MPZ	turquoise
MPZL1	yellow
MPZL2	grey
MPZL3	grey
MR1	grey
MRAP2	grey
MRAS	pink
MRC2	pink
MRE11A	black
MREG	grey
MRFAP1	salmon
MRFAP1L1	blue
MRGPRD	turquoise
MRGPRG	turquoise
MRGPRX1	turquoise
MRGPRX4	turquoise
MRI1	turquoise
MRM1	grey
MRP63	grey
MRRF	black
MRS2	grey
MRTO4	grey
MS4A8B	red
MSC	pink
MSGN1	turquoise
MSH2	black
MSH3	green
MSH4	grey
MSH5	turquoise
MSH6	grey
MSI1	grey
MSI2	red
MSL1	grey
MSL2	grey
MSL3	grey
MSLN	brown
MSMB	grey
MSMO1	grey
MSMP	grey
MSN	pink
MSRA	salmon
MSRB2	grey
MSRB3	grey
MST1	turquoise
MST1P2	turquoise
MST1R	yellow
MST4	grey
MSTO1	turquoise
MT1A	turquoise
MT1DP	turquoise
MT1E	grey
MT1F	green
MT1G	grey
MT1H	turquoise
MT1IP	turquoise
MT1L	grey
MT1M	grey
MT1X	grey
MT2A	pink
MT3	red
MTA1	salmon
MTA2	grey60
MTA3	grey
MTAP	grey
MTBP	black
MTCH1	yellow
MTCH2	salmon
MTCP1	grey
CMC4	grey
MTDH	grey
MTF1	lightyellow
MTF2	blue
MTFMT	grey
MTFR1	grey
MTG1	grey
MTHFD1	grey
MTHFD1L	grey
MTHFD2	grey
MTHFD2L	grey
MTHFR	grey
MTHFS	grey
MTHFSD	grey
MTIF2	black
MTIF3	blue
MTL5	red
MTM1	grey
MTMR1	cyan
MTMR10	cyan
MTMR11	turquoise
MTMR12	darkred
MTMR14	brown
MTMR2	grey
MTMR3	greenyellow
MTMR4	grey
MTMR6	grey
MTMR8	grey
MTMR9	grey
MTMR9LP	grey
MTNR1A	grey
MTO1	grey
MTOR	greenyellow
MTPAP	grey
MTR	grey
MTRR	grey
MTSS1	grey
MTSS1L	darkred
MTTP	green
MTUS1	grey
MTVR2	grey
MTX1	grey
MTX2	blue
MTX3	grey
MUC1	greenyellow
MUC12	turquoise
MUC13	grey
MUC15	black
MUC16	grey
MUC2	brown
MUC20	cyan
MUC21	grey
MUC4	grey
MUC5B	grey
MUCL1	grey
AP5M1	blue
MUL1	yellow
MUM1	darkred
MUM1L1	grey
MUS81	grey
MUT	grey
MUTYH	grey
MVD	yellow
MVK	grey
MVP	greenyellow
MX1	greenyellow
MX2	grey
MXD1	brown
MXD3	grey
MXD4	grey
MXI1	grey
MXRA5	grey
MXRA7	grey
MXRA8	pink
MYADM	yellow
MYADML	turquoise
MYB	red
MYBBP1A	darkred
MYBL1	grey
MYBL2	grey
MYC	yellow
MYCBP	green
MYCBP2	grey
MYCBPAP	red
MYCL1	red
MYD88	brown
MYEF2	green
MYEOV	grey
MYEOV2	blue
MYH1	turquoise
MYH10	darkred
MYH11	turquoise
MYH14	greenyellow
MYH3	turquoise
MYH4	turquoise
MYH6	turquoise
MYH7B	turquoise
MYH8	turquoise
MYH9	yellow
MYL12A	grey
MYL12B	blue
MYL4	turquoise
MYL5	black
MYL6	grey
MYL9	pink
MYLIP	darkred
MYLK	red
MYLK3	red
MYLK4	grey
MYNN	blue
MYO10	grey
MYO15A	brown
MYO16	grey
MYO18A	greenyellow
MYO19	yellow
MYO1B	grey
MYO1C	yellow
MYO1D	grey
MYO1E	cyan
MYO5A	grey
MYO5B	greenyellow
MYO5C	grey
MYO6	grey
MYO7A	grey
MYO7B	turquoise
MYO9A	grey
MYO9B	yellow
MYOF	yellow
MYOM1	grey
MYOM3	pink
MYOT	grey
MYOZ1	grey
MYPOP	yellow
MYSM1	grey
MZB1	turquoise
MZT1	grey
MZT2A	turquoise
MZT2B	grey
N4BP1	yellow
N4BP2	grey
N4BP2L1	grey
N4BP2L2	black
N4BP3	grey
N6AMT1	grey
N6AMT2	grey
NAA10	yellow
NAA15	grey
NAA16	grey
NAA20	grey
NAA25	grey
NAA30	grey
NAA35	black
NAA38	blue
NAA40	darkred
NAA50	brown
NAA60	cyan
NAAA	grey
NAALADL1	grey
NAALADL2	black
NAB1	black
NAB2	grey
NACA2	turquoise
NACAD	grey
NACAP1	turquoise
NACC1	greenyellow
NACC2	grey
NADK	brown
NADKD1	grey
NADSYN1	grey
NAE1	blue
NAF1	grey
NAGA	cyan
NAGK	grey
NAGLU	grey
NAGPA	brown
NAGS	brown
NAIF1	grey
NAIP	grey
NALCN	grey
NAMPT	brown
NANOG	turquoise
NANOS1	turquoise
NANOS2	turquoise
NANP	grey
NANS	grey
NAP1L1	black
NAP1L2	turquoise
NAP1L3	turquoise
NAP1L4	grey
NAP1L5	turquoise
NAPA	grey
NAPB	grey
NAPEPLD	lightgreen
NAPG	grey
NAPRT1	grey
NARF	grey
NARFL	royalblue
NARG2	black
NARS	black
NARS2	grey
NASP	grey
NAT1	black
NAT10	grey
NAT14	green
NAT8B	turquoise
NAT9	turquoise
NAV1	greenyellow
NBAS	darkred
NBEA	grey
NBEAL1	blue
NBEAL2	grey
NBEAP1	turquoise
NBN	black
NBPF1	darkred
NBPF11	grey
NBPF15	grey
NBPF3	grey
NBR1	grey
NCALD	red
NCAM1	grey
NCAPD2	greenyellow
NCAPD3	darkred
NCAPG	black
NCAPG2	grey
NCAPH	darkred
NCAPH2	grey
NCBP1	grey
NCBP2	grey
NCCRP1	brown
NCDN	salmon
NCEH1	grey60
NCF1	brown
NCF1C	grey
NCF2	brown
NCF4	grey
NCK1	grey
NCKAP1	lightgreen
NCKAP1L	turquoise
NCKAP5	grey
NCKAP5L	grey
NCKIPSD	grey
NCL	grey
NCLN	yellow
NCOA1	grey
NCOA2	salmon
NCOA3	greenyellow
NCOA4	grey
NCOA5	greenyellow
NCOA6	greenyellow
NCOA7	grey
NCOR1	turquoise
NCOR2	yellow
NCRNA00185	grey
NCS1	grey
NCSTN	greenyellow
NDC80	black
NDE1	grey
NDEL1	brown
NDFIP1	brown
NDFIP2	grey
NDN	turquoise
NDNF	grey
NDNL2	grey
NDOR1	grey
NDRG1	grey
NDRG2	brown
NDRG3	brown
NDRG4	pink
NDST1	yellow
NDST2	grey
NDUFA1	blue
NDUFA10	salmon
NDUFA11	grey
NDUFA12	grey
NDUFA2	blue
NDUFA3	grey
NDUFA4	blue
NDUFA4L2	brown
NDUFA5	blue
NDUFA6	blue
NDUFA7	blue
NDUFA8	grey
NDUFA9	lightgreen
NDUFAB1	black
NDUFAF1	grey
NDUFAF2	blue
NDUFAF3	red
NDUFAF4	blue
NDUFB1	blue
NDUFB10	grey
NDUFB11	royalblue
NDUFB2	blue
NDUFB3	black
NDUFB4	lightgreen
NDUFB5	black
NDUFB6	blue
NDUFB7	grey
NDUFB8	blue
NDUFB9	grey
NDUFC1	grey
NDUFS1	grey
NDUFS2	grey
NDUFS3	blue
NDUFS4	blue
NDUFS5	grey
NDUFS6	grey
NDUFS7	grey
NDUFS8	yellow
NDUFV1	cyan
NDUFV2	grey
NDUFV3	grey
NEBL	grey
NECAB3	grey
NECAP1	cyan
NECAP2	grey
NEDD1	black
NEDD4	lightgreen
NEDD4L	grey
NEDD9	pink
NEGR1	grey
NEIL1	red
NEIL2	salmon
NEIL3	grey
NEK1	green
NEK10	red
NEK11	green
NEK2	green
NEK3	grey
NEK4	red
NEK5	green
NEK6	grey
NEK7	blue
NEK8	grey
NEK9	grey
NELF	brown
NEMF	grey
NENF	grey
NEO1	greenyellow
NES	grey
NET1	brown
NETO2	grey
NEU1	yellow
NEU3	darkred
NEURL1B	grey
NEURL2	grey
NEURL4	grey
NEUROG1	turquoise
NEXN	pink
NF1	grey
NF2	yellow
NFAM1	grey
NFATC1	grey
NFATC2	grey
NFATC2IP	grey
NFATC3	lightyellow
NFATC4	grey
NFE2	brown
NFE2L1	greenyellow
NFE2L2	grey
NFE2L3	grey
NFIA	grey
NFIB	grey
NFIX	grey
NFKB1	greenyellow
NFKB2	brown
NFKBIA	lightcyan
NFKBIB	brown
NFKBID	turquoise
NFKBIE	brown
NFKBIL1	grey
NFKBIZ	grey
NFRKB	greenyellow
NFS1	grey
NFU1	black
NFX1	green
NFXL1	grey
NFYA	grey
NFYB	blue
NGB	grey
NGDN	blue
NGEF	red
NGF	grey
NGFR	greenyellow
NGFRAP1	grey
NGLY1	grey
NGRN	grey
NHEJ1	grey
NHLRC1	turquoise
NHLRC2	grey
NHLRC3	grey
NHP2	salmon
NHP2L1	grey
NHS	grey
NHSL1	greenyellow
NHSL2	grey
NICN1	grey
NID1	grey
NID2	grey
NIF3L1	blue
NIN	grey
NINJ1	yellow
NINJ2	red
NINL	blue
NIP7	black
NIPA1	yellow
NIPA2	royalblue
NIPAL1	grey
NIPAL2	royalblue
NIPAL3	greenyellow
NIPAL4	grey
NIPBL	grey
NIPSNAP1	grey
NIPSNAP3B	green
NISCH	greenyellow
NIT1	salmon
NIT2	black
NKAIN4	grey
NKAP	black
NKAPL	turquoise
NKD1	grey
NKD2	grey
NKG7	turquoise
NKIRAS1	grey
NKTR	grey
NKX2-6	turquoise
NLE1	salmon
NLGN2	greenyellow
NLGN3	grey
NLK	blue
NLN	lightgreen
NLRC5	grey
NLRP1	grey
NLRP10	brown
NLRP14	green
NLRP2	grey
NLRX1	grey
NMB	grey
NMD3	blue
NME3	grey
NME4	grey
NME5	green
NME6	grey
NME7	green
NME9	red
NMI	grey
NMNAT1	grey
NMNAT2	red
NMNAT3	grey
NMRAL1	salmon
NMT1	greenyellow
NMT2	grey
NMU	grey
NNAT	grey
NNMT	pink
NNT	grey60
NOA1	grey
NOB1	grey
NOC2L	grey
NOC3L	blue
NOC4L	grey
NOD1	grey
NOD2	lightcyan
NOL10	lightgreen
NOL11	blue
NOL12	grey
NOL3	grey
NOL6	grey
NOL7	grey
NOL8	grey
NOL9	grey
NOLC1	greenyellow
NOM1	grey
NOMO1	yellow
NONO	grey
NOP10	blue
NOP14	cyan
NOP16	grey
NOP2	grey
NOP56	darkred
NOP58	black
NOS1AP	grey
NOS2	brown
NOSIP	blue
NOTCH1	yellow
NOTCH2	grey
NOTCH2NL	turquoise
NOTCH3	grey
NOTCH4	turquoise
NOTUM	turquoise
NOX1	grey
NOX4	grey
NOXA1	grey
NOXO1	turquoise
NOXRED1	black
NPAS2	greenyellow
NPAS4	turquoise
NPAT	grey
NPBWR1	turquoise
NPBWR2	turquoise
NPC1	lightcyan
NPC2	grey
NPDC1	brown
NPEPL1	green
NPEPPS	grey
NPFF	turquoise
NPHP1	red
NPHP3	grey
NPHP4	red
NPIP	grey
NPL	grey
NPLOC4	yellow
NPM1	blue
NPM3	grey
NPNT	grey
NPPA	turquoise
NPPB	grey
NPPC	grey
NPR2	green
NPR3	grey
NPRL2	turquoise
NPRL3	greenyellow
NPTXR	grey
NPY1R	turquoise
NQO1	black
NQO2	cyan
NR1D1	grey
NR1D2	grey
NR1H2	grey
NR1I2	turquoise
NR2C1	grey
NR2C2	greenyellow
NR2C2AP	turquoise
NR2E3	turquoise
NR2F1	grey
NR2F2	greenyellow
NR2F6	grey
NR3C1	salmon
NR3C2	grey
NR4A1	grey
NR4A2	darkred
NR4A3	grey
NR6A1	grey
NRADDP	turquoise
NRARP	grey
NRAS	grey
NRBF2	grey
NRBP1	grey
NRBP2	turquoise
NRD1	grey
NRF1	red
NRG1	grey
NRG2	red
NRG4	black
NRIP1	grey
NRIP3	lightcyan
NRL	grey
NRP1	grey
NRP2	greenyellow
NRSN2	salmon
NRTN	grey
NSA2	blue
NSD1	greenyellow
NSDHL	grey
NSF	grey
NSFL1C	grey
NSL1	blue
NSMAF	grey
NSMCE1	grey
NSMCE2	blue
NSMCE4A	blue
NSRP1	grey
NSUN2	cyan
NSUN3	blue
NSUN4	grey
NSUN5	turquoise
NSUN5P2	grey
NSUN6	grey
NSUN7	green
NT5C	black
NT5C3	grey
NT5C3L	grey
NT5DC1	black
NT5DC2	pink
NT5DC3	grey
NT5E	pink
NTAN1	grey
NTHL1	grey
NTM	pink
NTN1	pink
NTN3	turquoise
NTN4	lightcyan
NTPCR	grey
NTRK1	brown
NTS	grey
NUAK1	pink
NUAK2	salmon
NUBP1	darkred
NUBP2	grey
NUBPL	green
NUCB1	greenyellow
NUCB2	black
NUCKS1	grey
NUDC	red
NUDCD1	blue
NUDCD2	black
NUDCD3	grey
NUDT11	grey
NUDT12	blue
NUDT13	grey
NUDT14	grey
NUDT15	grey
NUDT16	salmon
NUDT16L1	grey
NUDT16P1	grey
NUDT17	turquoise
NUDT18	grey
NUDT19	cyan
NUDT21	grey
NUDT22	brown
NUDT5	black
NUDT6	black
NUDT7	green
NUDT9	grey
NUF2	black
NUFIP1	grey
NUFIP2	greenyellow
NUMA1	greenyellow
NUMB	greenyellow
NUMBL	grey
NUP107	black
NUP133	grey
NUP153	salmon
NUP155	grey
NUP160	grey
NUP188	cyan
NUP205	grey
NUP210	grey
NUP210L	turquoise
NUP214	lightyellow
NUP35	black
NUP37	black
NUP43	grey
NUP50	greenyellow
NUP54	blue
NUP62CL	green
NUP85	salmon
NUP88	black
NUP93	greenyellow
NUP98	greenyellow
NUPL1	blue
NUPL2	blue
NUPR1	grey
NUS1	grey
NUSAP1	black
NUTF2	grey
NVL	grey
NWD1	red
NXF1	grey
NXF5	turquoise
NXN	grey
NXNL2	grey
NXPH3	grey
NXPH4	grey
NYAP1	turquoise
NYNRIN	greenyellow
OAF	brown
OAS1	brown
OAS2	greenyellow
OAS3	brown
OASL	brown
OAT	grey
OAZ1	grey
OAZ2	grey
OBFC1	brown
NABP1	brown
NABP2	grey
OBSCN	grey
OBSL1	grey
OC90	turquoise
OCEL1	salmon
OCIAD1	blue
OCIAD2	lightgreen
OCLM	turquoise
OCLN	grey
OCRL	grey
ODAM	grey
ODC1	green
ODF2	darkred
ODF2L	green
ODF3B	red
ODF4	turquoise
TENM2	lightcyan
TENM4	grey
OFD1	grey
OGDH	greenyellow
OGDHL	brown
OGFOD1	grey
OGFOD2	grey
OGFR	salmon
OGFRL1	grey
OGG1	grey
OGT	black
OIP5	green
OLA1	grey
OLFM2	grey
OLFM4	grey
OLFML2A	lightyellow
OLIG1	turquoise
OLIG3	turquoise
OLR1	grey
OMA1	black
OMP	turquoise
OPA1	grey
OPA3	grey
OPHN1	grey
OPLAH	grey
OPN3	grey
OPTN	grey
OR10A2	turquoise
OR10A3	turquoise
OR10A4	turquoise
OR10A5	turquoise
OR10A6	turquoise
OR10A7	turquoise
OR10AD1	turquoise
OR10C1	turquoise
OR10G2	turquoise
OR10G3	turquoise
OR10G4	turquoise
OR10G7	turquoise
OR10G8	turquoise
OR10H1	turquoise
OR10H2	turquoise
OR10H3	turquoise
OR10H4	turquoise
OR10H5	turquoise
OR10J1	turquoise
OR10J3	turquoise
OR10J5	turquoise
OR10K1	turquoise
OR10K2	turquoise
OR10P1	turquoise
OR10Q1	turquoise
OR10R2	turquoise
OR10S1	turquoise
OR10T2	turquoise
OR10V1	turquoise
OR10W1	turquoise
OR10X1	turquoise
OR10Z1	turquoise
OR11A1	turquoise
OR11G2	turquoise
OR11H12	turquoise
OR11H2	turquoise
OR11H4	turquoise
OR11H6	turquoise
OR11L1	turquoise
OR12D2	turquoise
OR12D3	turquoise
OR13C2	turquoise
OR13C3	turquoise
OR13C4	turquoise
OR13C5	turquoise
OR13C8	turquoise
OR13C9	turquoise
OR13F1	turquoise
OR13G1	turquoise
OR13H1	turquoise
OR13J1	turquoise
OR14A16	turquoise
OR14C36	turquoise
OR14I1	turquoise
OR14J1	turquoise
OR1A1	turquoise
OR1A2	turquoise
OR1B1	turquoise
OR1C1	turquoise
OR1D2	turquoise
OR1E2	turquoise
OR1F1	turquoise
OR1F2P	turquoise
OR1G1	turquoise
OR1I1	turquoise
OR1J1	turquoise
OR1J2	turquoise
OR1J4	turquoise
OR1K1	turquoise
OR1L1	turquoise
OR1L3	turquoise
OR1L4	turquoise
OR1L6	turquoise
OR1L8	turquoise
OR1M1	turquoise
OR1N1	turquoise
OR1N2	turquoise
OR1Q1	turquoise
OR1S1	turquoise
OR1S2	turquoise
OR2A12	turquoise
OR2A14	turquoise
OR2A2	turquoise
OR2A25	turquoise
OR2A5	turquoise
OR2AE1	turquoise
OR2AG1	turquoise
OR2AG2	turquoise
OR2AK2	turquoise
OR2AT4	turquoise
OR2B11	turquoise
OR2B2	turquoise
OR2B3	turquoise
OR2B6	turquoise
OR2C1	turquoise
OR2D2	turquoise
OR2D3	turquoise
OR2F1	turquoise
OR2F2	turquoise
OR2G2	turquoise
OR2G3	turquoise
OR2G6	turquoise
OR2H2	turquoise
OR2J2	turquoise
OR2J3	turquoise
OR2K2	turquoise
OR2L1P	turquoise
OR2L2	turquoise
OR2L8	turquoise
OR2M1P	turquoise
OR2M2	turquoise
OR2M3	turquoise
OR2M4	turquoise
OR2M5	turquoise
OR2M7	turquoise
OR2S2	turquoise
OR2T1	turquoise
OR2T10	turquoise
OR2T11	turquoise
OR2T12	turquoise
OR2T2	turquoise
OR2T27	turquoise
OR2T4	turquoise
OR2T5	grey
OR2T6	turquoise
OR2V2	turquoise
OR2W1	turquoise
OR2W3	turquoise
OR2W5	turquoise
OR2Y1	turquoise
OR2Z1	turquoise
OR3A1	turquoise
OR3A2	turquoise
OR3A3	turquoise
OR3A4P	turquoise
OR4A15	turquoise
OR4A16	turquoise
OR4A47	turquoise
OR4A5	turquoise
OR4B1	turquoise
OR4C11	turquoise
OR4C12	turquoise
OR4C13	turquoise
OR4C15	turquoise
OR4C16	turquoise
OR4C3	turquoise
OR4C46	turquoise
OR4C6	turquoise
OR4D1	turquoise
OR4D10	turquoise
OR4D11	turquoise
OR4D2	turquoise
OR4D5	turquoise
OR4D6	turquoise
OR4D9	turquoise
OR4E2	turquoise
OR4F15	turquoise
OR4F21	turquoise
OR4F5	turquoise
OR4F6	turquoise
OR4K1	turquoise
OR4K13	turquoise
OR4K14	turquoise
OR4K15	turquoise
OR4K17	turquoise
OR4K2	turquoise
OR4K5	turquoise
OR4L1	turquoise
OR4M1	turquoise
OR4M2	turquoise
OR4N2	turquoise
OR4N4	turquoise
OR4N5	turquoise
OR4P4	turquoise
OR4Q3	turquoise
OR4S1	turquoise
OR4S2	turquoise
OR4X1	turquoise
OR4X2	turquoise
OR51A2	turquoise
OR51A4	turquoise
OR51A7	turquoise
OR51B2	turquoise
OR51B4	turquoise
OR51B5	grey
OR51B6	turquoise
OR51D1	turquoise
OR51F1	turquoise
OR51F2	turquoise
OR51G1	turquoise
OR51G2	turquoise
OR51I1	turquoise
OR51I2	turquoise
OR51L1	turquoise
OR51M1	turquoise
OR51Q1	turquoise
OR51S1	turquoise
OR51T1	turquoise
OR51V1	turquoise
OR52A1	turquoise
OR52A5	turquoise
OR52B2	turquoise
OR52B4	turquoise
OR52B6	turquoise
OR52D1	turquoise
OR52E2	turquoise
OR52E4	turquoise
OR52E6	turquoise
OR52E8	turquoise
OR52H1	turquoise
OR52I2	turquoise
OR52J3	turquoise
OR52K1	turquoise
OR52K2	turquoise
OR52L1	turquoise
OR52M1	turquoise
OR52N1	turquoise
OR52N2	turquoise
OR52N4	turquoise
OR52N5	turquoise
OR52R1	turquoise
OR52W1	turquoise
OR56A1	turquoise
OR56A3	turquoise
OR56A4	turquoise
OR56A5	turquoise
OR56B1	turquoise
OR56B4	turquoise
OR5A1	turquoise
OR5A2	turquoise
OR5AK2	turquoise
OR5AK4P	turquoise
OR5AN1	turquoise
OR5AP2	turquoise
OR5AR1	turquoise
OR5AS1	turquoise
OR5AU1	turquoise
OR5B12	turquoise
OR5B17	turquoise
OR5B2	turquoise
OR5B21	turquoise
OR5B3	turquoise
OR5C1	turquoise
OR5D13	turquoise
OR5D14	turquoise
OR5D16	turquoise
OR5D18	turquoise
OR5E1P	turquoise
OR5F1	turquoise
OR5H1	turquoise
OR5H14	turquoise
OR5H2	turquoise
OR5H6	turquoise
OR5I1	turquoise
OR5J2	turquoise
OR5K3	turquoise
OR5K4	turquoise
OR5L1	turquoise
OR5L2	turquoise
OR5M1	turquoise
OR5M10	turquoise
OR5M11	turquoise
OR5M3	turquoise
OR5M8	turquoise
OR5M9	turquoise
OR5P2	turquoise
OR5P3	turquoise
OR5R1	turquoise
OR5T1	turquoise
OR5T2	turquoise
OR5T3	turquoise
OR5V1	turquoise
OR5W2	turquoise
OR6A2	turquoise
OR6B1	turquoise
OR6B2	turquoise
OR6B3	turquoise
OR6C1	turquoise
OR6C3	turquoise
OR6C4	turquoise
OR6C6	turquoise
OR6C65	turquoise
OR6C68	turquoise
OR6C70	turquoise
OR6C74	turquoise
OR6C75	turquoise
OR6C76	turquoise
OR6F1	turquoise
OR6K2	turquoise
OR6K3	turquoise
OR6K6	turquoise
OR6M1	turquoise
OR6N1	turquoise
OR6N2	turquoise
OR6P1	turquoise
OR6Q1	turquoise
OR6S1	turquoise
OR6T1	turquoise
OR6V1	turquoise
OR6W1P	turquoise
OR6X1	turquoise
OR6Y1	turquoise
OR7A10	turquoise
OR7A17	turquoise
OR7A5	turquoise
OR7C1	turquoise
OR7C2	turquoise
OR7D4	turquoise
OR7E24	turquoise
OR7E37P	turquoise
OR7G1	turquoise
OR7G2	turquoise
OR7G3	turquoise
OR8A1	turquoise
OR8B12	turquoise
OR8B3	turquoise
OR8B4	turquoise
OR8B8	turquoise
OR8D1	turquoise
OR8D2	turquoise
OR8D4	turquoise
OR8G1	turquoise
OR8G2	turquoise
OR8H1	turquoise
OR8H2	turquoise
OR8H3	turquoise
OR8I2	turquoise
OR8J1	turquoise
OR8J3	turquoise
OR8K1	turquoise
OR8K3	turquoise
OR9A2	turquoise
OR9A4	turquoise
OR9G4	turquoise
OR9I1	turquoise
OR9K2	turquoise
OR9Q2	turquoise
ORAI2	red
ORAI3	grey
ORAOV1	grey
ORC2	grey
ORC3	blue
ORC5	blue
ORC6	black
ORMDL1	blue
ORMDL2	grey
ORMDL3	grey
OS9	greenyellow
OSBP	grey
OSBP2	darkred
OSBPL10	grey
OSBPL11	grey
OSBPL1A	grey
OSBPL2	grey
OSBPL3	grey
OSBPL5	greenyellow
OSBPL6	red
OSBPL7	grey
OSBPL8	grey
OSBPL9	grey
OSCP1	green
OSGEP	black
OSGEPL1	grey
OSGIN1	yellow
OSGIN2	grey
OSMR	lightcyan
OSR1	grey
OSR2	grey
OST4	grey
SLC51A	grey
OSTC	blue
OSTF1	royalblue
OSTM1	grey
OTOP3	turquoise
OTUB1	greenyellow
OTUB2	yellow
OTUD1	grey
OTUD3	grey
OTUD4	salmon
OTUD5	salmon
OTUD6A	turquoise
OTUD6B	blue
OTUD7B	grey
OTX1	lightyellow
